,X,Y,Z,          U-U1,          U-U2,          U-U3,S11,S22,S12
5397,-32.0,33.0,0.00129451,  -119.971E-03,   64.4526E-03,       1.83233,0.0204565,0.00623543,2.15235e-05
5402,-33.0,33.0,0.00116898,  -103.936E-03,   64.4522E-03,       1.65411,0.023172,0.0070397,2.10536e-05
5405,-34.0,33.0,0.00104765,  -88.9686E-03,   64.4517E-03,       1.48189,0.0257933,0.00781512,1.93299e-05
5406,-35.0,33.0,0.0009310010000000001,  -75.1465E-03,   64.4512E-03,       1.31633,0.0283112,0.00855991,1.65256e-05
5411,-36.0,33.0,0.000819482,  -62.5277E-03,   64.4507E-03,       1.15811,0.0307172,0.00927247,1.29068e-05
5412,-37.0,33.0,0.0007135310000000001,  -51.1522E-03,   64.4503E-03,       1.00783,0.0330028,0.00995109,8.8562e-06
5417,-38.0,33.0,0.000613566,  -41.0403E-03,   64.4498E-03,   866.101E-03,0.0351601,0.0105939,4.75405e-06
5420,-39.0,33.0,0.000519982,  -32.1925E-03,   64.4494E-03,   733.490E-03,0.0371812,0.0111985,9.79088e-07
5421,-40.0,33.0,0.000433151,  -24.5899E-03,   64.4490E-03,   610.529E-03,0.0390582,0.0117624,-2.28229e-06
5426,-41.0,33.0,0.000353422,  -18.1935E-03,   64.4487E-03,   497.715E-03,0.0407829,0.0122823,-4.98313e-06
5427,-42.0,33.0,0.000281118,  -12.9457E-03,   64.4484E-03,   395.508E-03,0.0423472,0.0127552,-7.3629e-06
5432,-43.0,33.0,0.00021653700000000002,  -8.77041E-03,   64.4482E-03,   304.326E-03,0.0437425,0.0131778,-9.7105e-06
5435,-44.0,33.0,0.000159954,  -5.57441E-03,   64.4481E-03,   224.542E-03,0.0449603,0.0135472,-1.23277e-05
5436,-45.0,33.0,0.000111611,  -3.24876E-03,   64.4480E-03,   156.484E-03,0.0459924,0.0138612,-1.51465e-05
5441,-46.0,33.0,7.17251e-05,  -1.67053E-03,   64.4480E-03,   100.432E-03,0.0468317,0.0141178,-1.76015e-05
5442,-47.0,33.0,4.04837e-05,  -704.683E-06,   64.4481E-03,   56.6109E-03,0.0474723,0.0143155,-1.8562e-05
5447,-48.0,33.0,1.80412e-05,  -206.482E-06,   64.4482E-03,   25.1950E-03,0.0479108,0.0144527,-1.64824e-05
5450,-49.0,33.0,4.51851e-06,  -23.8326E-06,   64.4483E-03,   6.30331E-03,0.0481456,0.0145274,-1.01197e-05
5451,-50.0,33.0,0.0,  -13.6346E-42,   64.4484E-03,           -0.,0.0482119,0.0145488,-5.69302e-06
5456,50.0,32.0,0.0,      -1.01048,   64.4472E-03,           -0.,0.0482247,0.0145498,4.64905e-06
5457,49.0,32.0,4.48778e-06,      -1.01046,   64.4471E-03,   6.30461E-03,0.0481549,0.0145274,8.21114e-06
5462,48.0,32.0,1.79224e-05,      -1.01028,   64.4470E-03,   25.1994E-03,0.0479141,0.0144517,1.33725e-05
5465,47.0,32.0,4.02272e-05,      -1.00978,   64.4470E-03,   56.6188E-03,0.0474711,0.0143144,1.49235e-05
5466,46.0,32.0,7.12884e-05,      -1.00881,   64.4469E-03,   100.442E-03,0.0468276,0.0141169,1.39133e-05
5471,45.0,32.0,0.00011095799999999999,      -1.00723,   64.4470E-03,   156.496E-03,0.0459873,0.0138609,1.14682e-05
5472,44.0,32.0,0.00015905299999999998,      -1.00491,   64.4471E-03,   224.553E-03,0.0449554,0.0135479,8.59679e-06
5477,43.0,32.0,0.000215363,      -1.00171,   64.4473E-03,   304.334E-03,0.0437385,0.01318,5.90701e-06
5480,42.0,32.0,0.000279645,  -997.536E-03,   64.4475E-03,   395.514E-03,0.0423443,0.0127592,3.59684e-06
5481,41.0,32.0,0.00035163,  -992.289E-03,   64.4479E-03,   497.718E-03,0.0407809,0.0122881,1.6034e-06
5486,40.0,32.0,0.00043102099999999996,  -985.893E-03,   64.4482E-03,   610.528E-03,0.0390565,0.0117694,-3.10338e-07
5487,39.0,32.0,0.000517494,  -978.290E-03,   64.4486E-03,   733.487E-03,0.0371796,0.0112062,-2.31287e-06
5492,38.0,32.0,0.000610703,  -969.443E-03,   64.4490E-03,   866.096E-03,0.0351581,0.0106012,-4.51692e-06
5495,37.0,32.0,0.000710275,  -959.331E-03,   64.4495E-03,       1.00782,0.0330002,0.00995708,-6.8583e-06
5496,36.0,32.0,0.000815816,  -947.956E-03,   64.4499E-03,       1.15810,0.0307141,0.0092763,-9.20988e-06
5501,35.0,32.0,0.000926909,  -935.337E-03,   64.4503E-03,       1.31633,0.0283077,0.00856099,-1.13575e-05
5502,34.0,32.0,0.00104312,  -921.515E-03,   64.4507E-03,       1.48188,0.0257896,0.0078131,-1.31136e-05
5507,33.0,32.0,0.00116399,  -906.547E-03,   64.4511E-03,       1.65411,0.0231686,0.00703461,-1.43056e-05
5510,32.0,32.0,0.00128904,  -890.512E-03,   64.4514E-03,       1.83233,0.0204537,0.0062276,-1.48313e-05
5511,31.0,32.0,0.00141779,  -873.501E-03,   64.4517E-03,       2.01584,0.017655,0.0053944,-1.4631e-05
5516,30.0,32.0,0.00154974,  -855.624E-03,   64.4520E-03,       2.20393,0.0147828,0.0045377,-1.36973e-05
5517,29.0,32.0,0.00168436,  -837.003E-03,   64.4522E-03,       2.39586,0.0118483,0.00366055,-1.20478e-05
5522,28.0,32.0,0.00182113,  -817.772E-03,   64.4523E-03,       2.59087,0.00886328,0.00276645,-9.72599e-06
5525,27.0,32.0,0.00195952,  -798.074E-03,   64.4524E-03,       2.78822,0.00584008,0.00185921,-6.79176e-06
5526,26.0,32.0,0.00209899,  -778.061E-03,   64.4524E-03,       2.98712,0.00279155,0.000942933,-3.3308e-06
5531,25.0,32.0,0.00223897,  -757.890E-03,   64.4524E-03,       3.18680,-0.000269183,2.18957e-05,5.40129e-07
5532,24.0,32.0,0.00237894,  -737.717E-03,   64.4524E-03,       3.38648,-0.00332889,-0.000899573,4.66412e-06
5537,23.0,32.0,0.00251834,  -717.704E-03,   64.4523E-03,       3.58539,-0.00637443,-0.00181719,8.84304e-06
5540,22.0,32.0,0.00265662,  -698.005E-03,   64.4521E-03,       3.78274,-0.00939297,-0.00272683,1.28441e-05
5541,21.0,32.0,0.00279324,  -678.772E-03,   64.4519E-03,       3.97777,-0.0123721,-0.00362454,1.64168e-05
5546,20.0,32.0,0.00292766,  -660.149E-03,   64.4517E-03,       4.16970,-0.0153,-0.00450664,1.93173e-05
5547,19.0,32.0,0.00305936,  -642.269E-03,   64.4514E-03,       4.35781,-0.0181655,-0.00536971,2.13376e-05
5552,18.0,32.0,0.00318781,  -625.256E-03,   64.4511E-03,       4.54133,-0.020958,-0.00621052,2.23337e-05
5555,17.0,32.0,0.00331252,  -609.217E-03,   64.4508E-03,       4.71957,-0.0236673,-0.00702606,2.22465e-05
5556,16.0,32.0,0.00343299,  -594.247E-03,   64.4504E-03,       4.89181,-0.026284,-0.00781348,2.11128e-05
5561,15.0,32.0,0.00354874,  -580.422E-03,   64.4500E-03,       5.05738,-0.0287988,-0.00857,1.90625e-05
5562,14.0,32.0,0.00365932,  -567.800E-03,   64.4496E-03,       5.21563,-0.0312027,-0.00929293,1.6303e-05
5567,13.0,32.0,0.0037643,  -556.422E-03,   64.4493E-03,       5.36592,-0.0334871,-0.00997962,1.30936e-05
5570,12.0,32.0,0.00386326,  -546.308E-03,   64.4489E-03,       5.50767,-0.0356433,-0.0106274,9.71362e-06
5571,11.0,32.0,0.00395581,  -537.458E-03,   64.4486E-03,       5.64029,-0.037663,-0.0112338,6.42945e-06
5576,10.0,32.0,0.00404159,  -529.853E-03,   64.4483E-03,       5.76327,-0.0395379,-0.0117964,3.46674e-06
5577,9.0,32.0,0.00412025,  -523.455E-03,   64.4482E-03,       5.87611,-0.0412603,-0.0123126,9.90285e-07
5582,8.0,32.0,0.00419149,  -518.204E-03,   64.4480E-03,       5.97834,-0.0428228,-0.0127805,-9.05175e-07
5585,7.0,32.0,0.00425502,  -514.026E-03,   64.4480E-03,       6.06956,-0.0442183,-0.0131979,-2.19358e-06
5586,6.0,32.0,0.0043106,  -510.827E-03,   64.4480E-03,       6.14938,-0.0454408,-0.0135631,-2.90692e-06
5591,5.0,32.0,0.00435801,  -508.498E-03,   64.4480E-03,       6.21749,-0.0464847,-0.0138745,-3.11876e-06
5592,4.0,32.0,0.00439706,  -506.916E-03,   64.4480E-03,       6.27361,-0.0473452,-0.0141311,-2.92544e-06
5597,3.0,32.0,0.00442759,  -505.948E-03,   64.4481E-03,       6.31749,-0.0480186,-0.0143316,-2.42887e-06
5600,2.0,32.0,0.00444948,  -505.448E-03,   64.4482E-03,       6.34897,-0.0485017,-0.0144753,-1.72386e-06
5601,1.0,32.0,0.00446265,  -505.265E-03,   64.4482E-03,       6.36791,-0.0487924,-0.0145618,-8.91671e-07
5606,0.0,32.0,0.00446705,  -505.241E-03,   64.4482E-03,       6.37423,-0.0488894,-0.0145906,4.26326e-14
5607,-1.0,32.0,0.00446265,  -505.217E-03,   64.4482E-03,       6.36791,-0.0487924,-0.0145618,8.91671e-07
5612,-2.0,32.0,0.00444948,  -505.034E-03,   64.4482E-03,       6.34897,-0.0485017,-0.0144753,1.72386e-06
5615,-3.0,32.0,0.00442759,  -504.534E-03,   64.4481E-03,       6.31749,-0.0480186,-0.0143316,2.42887e-06
5616,-4.0,32.0,0.00439706,  -503.565E-03,   64.4480E-03,       6.27361,-0.0473452,-0.0141311,2.92544e-06
5621,-5.0,32.0,0.00435801,  -501.984E-03,   64.4480E-03,       6.21749,-0.0464847,-0.0138745,3.11876e-06
5622,-6.0,32.0,0.0043106,  -499.655E-03,   64.4480E-03,       6.14938,-0.0454408,-0.0135631,2.90692e-06
5627,-7.0,32.0,0.00425502,  -496.456E-03,   64.4480E-03,       6.06956,-0.0442183,-0.0131979,2.19358e-06
5630,-8.0,32.0,0.00419149,  -492.277E-03,   64.4480E-03,       5.97834,-0.0428228,-0.0127805,9.05175e-07
5631,-9.0,32.0,0.00412025,  -487.027E-03,   64.4482E-03,       5.87611,-0.0412603,-0.0123126,-9.90285e-07
5636,-10.0,32.0,0.00404159,  -480.629E-03,   64.4483E-03,       5.76327,-0.0395379,-0.0117964,-3.46674e-06
5637,-11.0,32.0,0.00395581,  -473.024E-03,   64.4486E-03,       5.64029,-0.037663,-0.0112338,-6.42945e-06
5642,-12.0,32.0,0.00386326,  -464.174E-03,   64.4489E-03,       5.50767,-0.0356433,-0.0106274,-9.71362e-06
5645,-13.0,32.0,0.0037643,  -454.060E-03,   64.4493E-03,       5.36592,-0.0334871,-0.00997962,-1.30936e-05
5646,-14.0,32.0,0.00365932,  -442.681E-03,   64.4496E-03,       5.21563,-0.0312027,-0.00929293,-1.6303e-05
5651,-15.0,32.0,0.00354874,  -430.060E-03,   64.4500E-03,       5.05738,-0.0287988,-0.00857,-1.90625e-05
5652,-16.0,32.0,0.00343299,  -416.235E-03,   64.4504E-03,       4.89181,-0.026284,-0.00781348,-2.11128e-05
5657,-17.0,32.0,0.00331252,  -401.264E-03,   64.4508E-03,       4.71957,-0.0236673,-0.00702606,-2.22465e-05
5660,-18.0,32.0,0.00318781,  -385.226E-03,   64.4511E-03,       4.54133,-0.020958,-0.00621052,-2.23337e-05
5661,-19.0,32.0,0.00305936,  -368.213E-03,   64.4514E-03,       4.35781,-0.0181655,-0.00536971,-2.13376e-05
5666,-20.0,32.0,0.00292766,  -350.333E-03,   64.4517E-03,       4.16970,-0.0153,-0.00450664,-1.93173e-05
5667,-21.0,32.0,0.00279324,  -331.710E-03,   64.4519E-03,       3.97777,-0.0123721,-0.00362454,-1.64168e-05
5672,-22.0,32.0,0.00265662,  -312.477E-03,   64.4521E-03,       3.78274,-0.00939297,-0.00272683,-1.28441e-05
5675,-23.0,32.0,0.00251834,  -292.778E-03,   64.4523E-03,       3.58539,-0.00637443,-0.00181719,-8.84304e-06
5676,-24.0,32.0,0.00237894,  -272.764E-03,   64.4524E-03,       3.38648,-0.00332889,-0.000899573,-4.66412e-06
5681,-25.0,32.0,0.00223897,  -252.592E-03,   64.4524E-03,       3.18680,-0.000269183,2.18957e-05,-5.40129e-07
5682,-26.0,32.0,0.00209899,  -232.420E-03,   64.4524E-03,       2.98712,0.00279155,0.000942933,3.3308e-06
5687,-27.0,32.0,0.00195952,  -212.407E-03,   64.4524E-03,       2.78822,0.00584008,0.00185921,6.79176e-06
5690,-28.0,32.0,0.00182113,  -192.710E-03,   64.4523E-03,       2.59087,0.00886328,0.00276645,9.72599e-06
5691,-29.0,32.0,0.00168436,  -173.479E-03,   64.4522E-03,       2.39586,0.0118483,0.00366055,1.20478e-05
5696,-30.0,32.0,0.00154974,  -154.857E-03,   64.4520E-03,       2.20393,0.0147828,0.0045377,1.36973e-05
5697,-31.0,32.0,0.00141779,  -136.980E-03,   64.4517E-03,       2.01584,0.017655,0.0053944,1.4631e-05
5702,-32.0,32.0,0.00128904,  -119.970E-03,   64.4514E-03,       1.83233,0.0204537,0.0062276,1.48313e-05
5705,-33.0,32.0,0.00116399,  -103.934E-03,   64.4511E-03,       1.65411,0.0231686,0.00703461,1.43056e-05
5706,-34.0,32.0,0.00104312,  -88.9673E-03,   64.4507E-03,       1.48188,0.0257896,0.0078131,1.31136e-05
5711,-35.0,32.0,0.000926909,  -75.1450E-03,   64.4503E-03,       1.31633,0.0283077,0.00856099,1.13575e-05
5712,-36.0,32.0,0.000815816,  -62.5262E-03,   64.4499E-03,       1.15810,0.0307141,0.0092763,9.20988e-06
5717,-37.0,32.0,0.000710275,  -51.1507E-03,   64.4495E-03,       1.00782,0.0330002,0.00995708,6.8583e-06
5720,-38.0,32.0,0.000610703,  -41.0388E-03,   64.4490E-03,   866.096E-03,0.0351581,0.0106012,4.51692e-06
5721,-39.0,32.0,0.000517494,  -32.1913E-03,   64.4486E-03,   733.487E-03,0.0371796,0.0112062,2.31287e-06
5726,-40.0,32.0,0.00043102099999999996,  -24.5889E-03,   64.4482E-03,   610.528E-03,0.0390565,0.0117694,3.10339e-07
5727,-41.0,32.0,0.00035163,  -18.1929E-03,   64.4479E-03,   497.718E-03,0.0407809,0.0122881,-1.6034e-06
5732,-42.0,32.0,0.000279645,  -12.9454E-03,   64.4475E-03,   395.514E-03,0.0423443,0.0127592,-3.59684e-06
5733,-43.0,32.0,0.000215363,  -8.77032E-03,   64.4473E-03,   304.334E-03,0.0437385,0.01318,-5.90701e-06
5738,-44.0,32.0,0.00015905299999999998,  -5.57448E-03,   64.4471E-03,   224.553E-03,0.0449554,0.0135479,-8.59679e-06
5739,-45.0,32.0,0.00011095799999999999,  -3.24891E-03,   64.4470E-03,   156.496E-03,0.0459873,0.0138609,-1.14682e-05
5744,-46.0,32.0,7.12884e-05,  -1.67064E-03,   64.4469E-03,   100.442E-03,0.0468276,0.0141169,-1.39133e-05
5747,-47.0,32.0,4.02272e-05,  -704.740E-06,   64.4470E-03,   56.6188E-03,0.0474711,0.0143144,-1.49235e-05
5748,-48.0,32.0,1.79224e-05,  -206.461E-06,   64.4470E-03,   25.1994E-03,0.0479141,0.0144517,-1.33725e-05
5753,-49.0,32.0,4.48778e-06,  -23.8008E-06,   64.4471E-03,   6.30461E-03,0.0481549,0.0145274,-8.21114e-06
5754,-50.0,32.0,0.0,  -13.5407E-42,   64.4472E-03,           -0.,0.0482247,0.0145498,-4.64905e-06
5759,50.0,31.0,0.0,      -1.01048,   64.4460E-03,           -0.,0.0482351,0.0145494,3.89883e-06
5762,49.0,31.0,4.45865e-06,      -1.01046,   64.4460E-03,   6.30573E-03,0.0481629,0.0145269,6.85049e-06
5763,48.0,31.0,1.78093e-05,      -1.01028,   64.4459E-03,   25.2031E-03,0.0479173,0.0144508,1.10183e-05
5768,47.0,31.0,3.9982e-05,      -1.00978,   64.4459E-03,   56.6252E-03,0.0474705,0.0143133,1.2123e-05
5769,46.0,31.0,7.086939999999999e-05,      -1.00881,   64.4459E-03,   100.451E-03,0.0468248,0.0141162,1.09759e-05
5774,45.0,31.0,0.000110329,      -1.00723,   64.4459E-03,   156.505E-03,0.0459836,0.0138608,8.55986e-06
5777,44.0,31.0,0.000158183,      -1.00491,   64.4461E-03,   224.561E-03,0.044952,0.013549,5.70183e-06
5778,43.0,31.0,0.000214225,      -1.00171,   64.4463E-03,   304.341E-03,0.0437361,0.0131824,3.00525e-06
5783,42.0,31.0,0.000278215,  -997.537E-03,   64.4466E-03,   395.517E-03,0.042343,0.0127632,7.65649e-07
5784,41.0,31.0,0.000349886,  -992.290E-03,   64.4470E-03,   497.718E-03,0.0407806,0.0122935,-9.90773e-07
5789,40.0,31.0,0.000428944,  -985.894E-03,   64.4474E-03,   610.526E-03,0.039057,0.0117761,-2.36878e-06
5792,39.0,31.0,0.000515067,  -978.292E-03,   64.4478E-03,   733.482E-03,0.0371802,0.0112135,-3.55399e-06
5793,38.0,31.0,0.000607908,  -969.445E-03,   64.4482E-03,   866.090E-03,0.0351585,0.0106084,-4.66764e-06
5798,37.0,31.0,0.000707096,  -959.333E-03,   64.4486E-03,       1.00782,0.0330001,0.00996336,-5.7936e-06
5799,36.0,31.0,0.0008122380000000001,  -947.957E-03,   64.4490E-03,       1.15809,0.0307132,0.00928093,-6.91556e-06
5804,35.0,31.0,0.000922917,  -935.338E-03,   64.4493E-03,       1.31632,0.0283062,0.0085634,-7.99166e-06
5807,34.0,31.0,0.0010387,  -921.516E-03,   64.4497E-03,       1.48188,0.0257875,0.00781298,-8.93722e-06
5808,33.0,31.0,0.00115913,  -906.548E-03,   64.4500E-03,       1.65411,0.023166,0.00703192,-9.68295e-06
5813,32.0,31.0,0.00128373,  -890.513E-03,   64.4502E-03,       1.83233,0.0204512,0.00622259,-1.01573e-05
5814,31.0,31.0,0.00141201,  -873.502E-03,   64.4505E-03,       2.01584,0.0176528,0.00538755,-1.03082e-05
5819,30.0,31.0,0.00154348,  -855.625E-03,   64.4507E-03,       2.20393,0.0147814,0.00452965,-1.00813e-05
5822,29.0,31.0,0.00167762,  -837.003E-03,   64.4508E-03,       2.39586,0.0118479,0.00365207,-9.42652e-06
5823,28.0,31.0,0.0018139,  -817.772E-03,   64.4509E-03,       2.59088,0.00886425,0.00275827,-8.28945e-06
5828,27.0,31.0,0.00195179,  -798.075E-03,   64.4510E-03,       2.78822,0.0058425,0.00185202,-6.62471e-06
5829,26.0,31.0,0.00209074,  -778.062E-03,   64.4510E-03,       2.98712,0.00279538,0.000937276,-4.40659e-06
5834,25.0,31.0,0.00223022,  -757.890E-03,   64.4510E-03,       3.18681,-0.000264156,1.81095e-05,-1.64908e-06
5837,24.0,31.0,0.00236968,  -737.718E-03,   64.4509E-03,       3.38649,-0.00332303,-0.000901354,1.57955e-06
5838,23.0,31.0,0.00250857,  -717.705E-03,   64.4508E-03,       3.58540,-0.00636822,-0.00181704,5.14681e-06
5843,22.0,31.0,0.00264634,  -698.006E-03,   64.4507E-03,       3.78275,-0.00938694,-0.00272498,8.85797e-06
5844,21.0,31.0,0.00278246,  -678.773E-03,   64.4505E-03,       3.97777,-0.0123668,-0.00362138,1.24699e-05
5849,20.0,31.0,0.00291639,  -660.149E-03,   64.4503E-03,       4.16971,-0.0152959,-0.00450262,1.57157e-05
5852,19.0,31.0,0.0030476,  -642.270E-03,   64.4501E-03,       4.35782,-0.0181629,-0.00536529,1.83365e-05
5853,18.0,31.0,0.00317558,  -625.256E-03,   64.4498E-03,       4.54134,-0.020957,-0.00620613,2.01156e-05
5858,17.0,31.0,0.00329982,  -609.218E-03,   64.4496E-03,       4.71958,-0.023668,-0.00702208,2.0908e-05
5859,16.0,31.0,0.00341984,  -594.247E-03,   64.4493E-03,       4.89182,-0.0262862,-0.00781016,2.06604e-05
5864,15.0,31.0,0.00353516,  -580.422E-03,   64.4489E-03,       5.05740,-0.0288021,-0.00856752,1.94187e-05
5867,14.0,31.0,0.00364532,  -567.800E-03,   64.4486E-03,       5.21564,-0.0312068,-0.00929137,1.73211e-05
5868,13.0,31.0,0.00374991,  -556.422E-03,   64.4483E-03,       5.36594,-0.0334915,-0.00997897,1.45794e-05
5873,12.0,31.0,0.00384849,  -546.308E-03,   64.4480E-03,       5.50768,-0.0356476,-0.0106277,1.14509e-05
5874,11.0,31.0,0.00394069,  -537.458E-03,   64.4477E-03,       5.64031,-0.0376668,-0.0112348,8.20621e-06
5879,10.0,31.0,0.00402614,  -529.853E-03,   64.4475E-03,       5.76329,-0.0395412,-0.011798,5.09853e-06
5882,9.0,31.0,0.00410451,  -523.454E-03,   64.4473E-03,       5.87612,-0.0412629,-0.0123149,2.33838e-06
5883,8.0,31.0,0.00417548,  -518.204E-03,   64.4472E-03,       5.97836,-0.0428246,-0.0127832,7.69593e-08
5888,7.0,31.0,0.00423877,  -514.026E-03,   64.4471E-03,       6.06957,-0.0442196,-0.0132011,-1.60031e-06
5889,6.0,31.0,0.00429414,  -510.827E-03,   64.4470E-03,       6.14940,-0.0454416,-0.0135667,-2.67098e-06
5894,5.0,31.0,0.00434137,  -508.498E-03,   64.4470E-03,       6.21751,-0.0464851,-0.0138785,-3.16543e-06
5897,4.0,31.0,0.00438026,  -506.916E-03,   64.4470E-03,       6.27362,-0.0473455,-0.0141353,-3.15271e-06
5898,3.0,31.0,0.00441068,  -505.948E-03,   64.4471E-03,       6.31751,-0.0480188,-0.014336,-2.72557e-06
5903,2.0,31.0,0.00443249,  -505.448E-03,   64.4471E-03,       6.34899,-0.0485019,-0.0144799,-1.98762e-06
5904,1.0,31.0,0.00444561,  -505.265E-03,   64.4471E-03,       6.36792,-0.0487926,-0.0145665,-1.04455e-06
5909,2.1325799999999998e-29,31.0,0.00444999,  -505.241E-03,   64.4471E-03,       6.37425,-0.0488897,-0.0145954,1.42109e-14
5912,-1.0,31.0,0.00444561,  -505.217E-03,   64.4471E-03,       6.36792,-0.0487926,-0.0145665,1.04455e-06
5913,-2.0,31.0,0.00443249,  -505.034E-03,   64.4471E-03,       6.34899,-0.0485019,-0.0144799,1.98762e-06
5918,-3.0,31.0,0.00441068,  -504.534E-03,   64.4471E-03,       6.31751,-0.0480188,-0.014336,2.72557e-06
5919,-4.0,31.0,0.00438026,  -503.565E-03,   64.4470E-03,       6.27362,-0.0473455,-0.0141353,3.15271e-06
5924,-5.0,31.0,0.00434137,  -501.984E-03,   64.4470E-03,       6.21751,-0.0464851,-0.0138785,3.16543e-06
5927,-6.0,31.0,0.00429414,  -499.655E-03,   64.4470E-03,       6.14940,-0.0454416,-0.0135667,2.67098e-06
5928,-7.0,31.0,0.00423877,  -496.456E-03,   64.4471E-03,       6.06957,-0.0442196,-0.0132011,1.60031e-06
5933,-8.0,31.0,0.00417548,  -492.278E-03,   64.4472E-03,       5.97836,-0.0428246,-0.0127832,-7.69593e-08
5934,-9.0,31.0,0.00410451,  -487.027E-03,   64.4473E-03,       5.87612,-0.0412629,-0.0123149,-2.33838e-06
5939,-10.0,31.0,0.00402614,  -480.629E-03,   64.4475E-03,       5.76329,-0.0395412,-0.011798,-5.09853e-06
5942,-11.0,31.0,0.00394069,  -473.024E-03,   64.4477E-03,       5.64031,-0.0376668,-0.0112348,-8.20621e-06
5943,-12.0,31.0,0.00384849,  -464.174E-03,   64.4480E-03,       5.50768,-0.0356476,-0.0106277,-1.14509e-05
5948,-13.0,31.0,0.00374991,  -454.060E-03,   64.4483E-03,       5.36594,-0.0334915,-0.00997897,-1.45794e-05
5949,-14.0,31.0,0.00364532,  -442.681E-03,   64.4486E-03,       5.21564,-0.0312068,-0.00929137,-1.73211e-05
5954,-15.0,31.0,0.00353516,  -430.060E-03,   64.4489E-03,       5.05740,-0.0288021,-0.00856752,-1.94187e-05
5957,-16.0,31.0,0.00341984,  -416.234E-03,   64.4493E-03,       4.89182,-0.0262862,-0.00781016,-2.06604e-05
5958,-17.0,31.0,0.00329982,  -401.264E-03,   64.4496E-03,       4.71958,-0.023668,-0.00702208,-2.0908e-05
5963,-18.0,31.0,0.00317558,  -385.225E-03,   64.4498E-03,       4.54134,-0.020957,-0.00620613,-2.01156e-05
5964,-19.0,31.0,0.0030476,  -368.212E-03,   64.4501E-03,       4.35782,-0.0181629,-0.00536529,-1.83365e-05
5969,-20.0,31.0,0.00291639,  -350.332E-03,   64.4503E-03,       4.16971,-0.0152959,-0.00450262,-1.57157e-05
5972,-21.0,31.0,0.00278246,  -331.709E-03,   64.4505E-03,       3.97777,-0.0123668,-0.00362138,-1.24699e-05
5973,-22.0,31.0,0.00264634,  -312.476E-03,   64.4507E-03,       3.78275,-0.00938694,-0.00272498,-8.85797e-06
5978,-23.0,31.0,0.00250857,  -292.777E-03,   64.4508E-03,       3.58540,-0.00636822,-0.00181704,-5.14681e-06
5979,-24.0,31.0,0.00236968,  -272.764E-03,   64.4509E-03,       3.38649,-0.00332303,-0.000901354,-1.57955e-06
5984,-25.0,31.0,0.00223022,  -252.592E-03,   64.4510E-03,       3.18681,-0.000264156,1.81095e-05,1.64908e-06
5987,-26.0,31.0,0.00209074,  -232.420E-03,   64.4510E-03,       2.98712,0.00279538,0.000937276,4.40659e-06
5988,-27.0,31.0,0.00195179,  -212.407E-03,   64.4510E-03,       2.78822,0.0058425,0.00185202,6.62471e-06
5993,-28.0,31.0,0.0018139,  -192.710E-03,   64.4509E-03,       2.59088,0.00886425,0.00275827,8.28945e-06
5994,-29.0,31.0,0.00167762,  -173.478E-03,   64.4508E-03,       2.39586,0.0118479,0.00365207,9.42652e-06
5999,-30.0,31.0,0.00154348,  -154.857E-03,   64.4507E-03,       2.20393,0.0147814,0.00452965,1.00813e-05
6002,-31.0,31.0,0.00141201,  -136.980E-03,   64.4505E-03,       2.01584,0.0176528,0.00538755,1.03082e-05
6003,-32.0,31.0,0.00128373,  -119.969E-03,   64.4502E-03,       1.83233,0.0204512,0.00622259,1.01573e-05
6008,-33.0,31.0,0.00115913,  -103.934E-03,   64.4500E-03,       1.65411,0.023166,0.00703192,9.68295e-06
6009,-34.0,31.0,0.0010387,  -88.9661E-03,   64.4497E-03,       1.48188,0.0257875,0.00781298,8.93722e-06
6014,-35.0,31.0,0.000922917,  -75.1436E-03,   64.4493E-03,       1.31632,0.0283062,0.0085634,7.99166e-06
6017,-36.0,31.0,0.0008122380000000001,  -62.5246E-03,   64.4490E-03,       1.15809,0.0307132,0.00928093,6.91556e-06
6018,-37.0,31.0,0.000707096,  -51.1490E-03,   64.4486E-03,       1.00782,0.0330001,0.00996336,5.7936e-06
6023,-38.0,31.0,0.000607908,  -41.0373E-03,   64.4482E-03,   866.090E-03,0.0351585,0.0106084,4.66764e-06
6024,-39.0,31.0,0.000515067,  -32.1899E-03,   64.4478E-03,   733.482E-03,0.0371802,0.0112135,3.55399e-06
6029,-40.0,31.0,0.000428944,  -24.5878E-03,   64.4474E-03,   610.526E-03,0.039057,0.0117761,2.36878e-06
6032,-41.0,31.0,0.000349886,  -18.1921E-03,   64.4470E-03,   497.718E-03,0.0407806,0.0122935,9.90773e-07
6033,-42.0,31.0,0.000278215,  -12.9449E-03,   64.4466E-03,   395.517E-03,0.042343,0.0127632,-7.65649e-07
6038,-43.0,31.0,0.000214225,  -8.77011E-03,   64.4463E-03,   304.341E-03,0.0437361,0.0131824,-3.00525e-06
6039,-44.0,31.0,0.000158183,  -5.57447E-03,   64.4461E-03,   224.561E-03,0.044952,0.013549,-5.70183e-06
6044,-45.0,31.0,0.000110329,  -3.24897E-03,   64.4459E-03,   156.505E-03,0.0459836,0.0138608,-8.55986e-06
6047,-46.0,31.0,7.086939999999999e-05,  -1.67072E-03,   64.4459E-03,   100.451E-03,0.0468248,0.0141162,-1.09759e-05
6048,-47.0,31.0,3.9982e-05,  -704.753E-06,   64.4459E-03,   56.6252E-03,0.0474705,0.0143133,-1.2123e-05
