,X,Y,Z,          U-U1,          U-U2,          U-U3,S11,S22,S12
686,24.0,48.0,0.00257197,  -737.652E-03,   64.5049E-03,       3.38664,-0.00266533,-0.000147832,-0.00112148
687,23.0,48.0,0.0027272,  -717.596E-03,   64.5027E-03,       3.58578,-0.00556498,-0.000405408,-0.00113893
692,22.0,48.0,0.00288135,  -697.860E-03,   64.4992E-03,       3.78333,-0.00843557,-0.000671709,-0.00112139
695,21.0,48.0,0.0030338,  -678.599E-03,   64.4948E-03,       3.97852,-0.011264,-0.000947795,-0.00107148
696,20.0,48.0,0.00318392,  -659.957E-03,   64.4899E-03,       4.17057,-0.014039,-0.0012342,-0.000993853
701,19.0,48.0,0.00333112,  -642.070E-03,   64.4849E-03,       4.35872,-0.0167513,-0.00153095,-0.000894744
702,18.0,48.0,0.0034748,  -625.058E-03,   64.4801E-03,       4.54225,-0.019393,-0.00183753,-0.000781246
707,17.0,48.0,0.00361438,  -609.031E-03,   64.4760E-03,       4.72044,-0.0219574,-0.00215288,-0.000660648
710,16.0,48.0,0.00374929,  -594.079E-03,   64.4727E-03,       4.89258,-0.0244383,-0.00247541,-0.000539806
711,15.0,48.0,0.00387899,  -580.277E-03,   64.4704E-03,       5.05802,-0.0268294,-0.00280301,-0.000424634
716,14.0,48.0,0.00400296,  -567.683E-03,   64.4692E-03,       5.21609,-0.0291242,-0.00313309,-0.000319758
717,13.0,48.0,0.0041207,  -556.333E-03,   64.4690E-03,       5.36619,-0.0313152,-0.00346264,-0.000228342
722,12.0,48.0,0.00423173,  -546.246E-03,   64.4697E-03,       5.50773,-0.0333945,-0.00378832,-0.000152085
725,11.0,48.0,0.00433561,  -537.422E-03,   64.4712E-03,       5.64014,-0.0353532,-0.00410652,-9.13548e-05
726,10.0,48.0,0.00443191,  -529.840E-03,   64.4732E-03,       5.76291,-0.0371823,-0.00441351,-4.54269e-05
731,9.0,48.0,0.00452026,  -523.459E-03,   64.4757E-03,       5.87554,-0.0388722,-0.00470546,-1.27776e-05
732,8.0,48.0,0.00460028,  -518.223E-03,   64.4782E-03,       5.97758,-0.0404137,-0.00497863,8.60582e-06
737,7.0,48.0,0.00467167,  -514.054E-03,   64.4808E-03,       6.06862,-0.0417975,-0.00522938,2.09371e-05
740,6.0,48.0,0.00473413,  -510.860E-03,   64.4833E-03,       6.14829,-0.0430154,-0.0054543,2.63897e-05
741,5.0,48.0,0.00478742,  -508.532E-03,   64.4855E-03,       6.21626,-0.0440595,-0.00565027,2.69186e-05
746,4.0,48.0,0.00483131,  -506.948E-03,   64.4874E-03,       6.27226,-0.0449233,-0.00581455,2.41497e-05
747,3.0,48.0,0.00486563,  -505.975E-03,   64.4890E-03,       6.31606,-0.0456011,-0.00594482,1.93341e-05
752,2.0,48.0,0.00489025,  -505.467E-03,   64.4901E-03,       6.34748,-0.0460884,-0.00603922,1.33577e-05
755,1.0,48.0,0.00490506,  -505.275E-03,   64.4908E-03,       6.36638,-0.0463821,-0.0060964,6.79584e-06
756,-2.1508099999999997e-29,48.0,0.00491,  -505.241E-03,   64.4910E-03,       6.37269,-0.0464802,-0.00611556,0.0
761,-1.0,48.0,0.00490506,  -505.207E-03,   64.4908E-03,       6.36638,-0.0463821,-0.0060964,-6.79584e-06
762,-2.0,48.0,0.00489025,  -505.015E-03,   64.4901E-03,       6.34748,-0.0460884,-0.00603922,-1.33577e-05
767,-3.0,48.0,0.00486563,  -504.507E-03,   64.4890E-03,       6.31606,-0.0456011,-0.00594482,-1.93341e-05
770,-4.0,48.0,0.00483131,  -503.533E-03,   64.4874E-03,       6.27226,-0.0449233,-0.00581455,-2.41497e-05
771,-5.0,48.0,0.00478742,  -501.949E-03,   64.4855E-03,       6.21626,-0.0440595,-0.00565027,-2.69186e-05
776,-6.0,48.0,0.00473413,  -499.621E-03,   64.4833E-03,       6.14829,-0.0430154,-0.0054543,-2.63897e-05
777,-7.0,48.0,0.00467167,  -496.427E-03,   64.4808E-03,       6.06862,-0.0417975,-0.00522938,-2.09371e-05
782,-8.0,48.0,0.00460028,  -492.259E-03,   64.4782E-03,       5.97758,-0.0404137,-0.00497863,-8.60582e-06
785,-9.0,48.0,0.00452026,  -487.022E-03,   64.4757E-03,       5.87554,-0.0388722,-0.00470546,1.27776e-05
786,-10.0,48.0,0.00443191,  -480.642E-03,   64.4732E-03,       5.76291,-0.0371823,-0.00441351,4.54269e-05
791,-11.0,48.0,0.00433561,  -473.060E-03,   64.4712E-03,       5.64014,-0.0353532,-0.00410652,9.13548e-05
792,-12.0,48.0,0.00423173,  -464.236E-03,   64.4697E-03,       5.50773,-0.0333945,-0.00378832,0.000152085
797,-13.0,48.0,0.0041207,  -454.149E-03,   64.4690E-03,       5.36619,-0.0313152,-0.00346264,0.000228342
800,-14.0,48.0,0.00400296,  -442.799E-03,   64.4692E-03,       5.21609,-0.0291242,-0.00313309,0.000319758
801,-15.0,48.0,0.00387899,  -430.204E-03,   64.4704E-03,       5.05802,-0.0268294,-0.00280301,0.000424634
806,-16.0,48.0,0.00374929,  -416.403E-03,   64.4727E-03,       4.89258,-0.0244383,-0.00247541,0.000539806
807,-17.0,48.0,0.00361438,  -401.451E-03,   64.4760E-03,       4.72044,-0.0219574,-0.00215288,0.000660648
812,-18.0,48.0,0.0034748,  -385.423E-03,   64.4801E-03,       4.54225,-0.019393,-0.00183753,0.000781246
815,-19.0,48.0,0.00333112,  -368.412E-03,   64.4849E-03,       4.35872,-0.0167513,-0.00153095,0.000894744
816,-20.0,48.0,0.00318392,  -350.525E-03,   64.4899E-03,       4.17057,-0.014039,-0.0012342,0.000993853
821,-21.0,48.0,0.0030338,  -331.883E-03,   64.4948E-03,       3.97852,-0.011264,-0.000947795,0.00107148
822,-22.0,48.0,0.00288135,  -312.621E-03,   64.4992E-03,       3.78333,-0.00843557,-0.000671709,0.00112139
827,-23.0,48.0,0.0027272,  -292.886E-03,   64.5027E-03,       3.58578,-0.00556498,-0.000405408,0.00113893
830,-24.0,48.0,0.00257197,  -272.829E-03,   64.5049E-03,       3.38664,-0.00266533,-0.000147832,0.00112148
831,-25.0,48.0,0.00241629,  -252.611E-03,   64.5057E-03,       3.18672,0.000248693,0.000102561,0.00106892
836,-26.0,48.0,0.00226079,  -232.393E-03,   64.5050E-03,       2.98679,0.00316137,0.000347815,0.000983653
837,-27.0,48.0,0.00210609,  -212.337E-03,   64.5029E-03,       2.78765,0.0060567,0.000590349,0.000870494
842,-28.0,48.0,0.00195283,  -192.601E-03,   64.4994E-03,       2.59010,0.00891915,0.000832959,0.000736215
845,-29.0,48.0,0.00180162,  -173.340E-03,   64.4950E-03,       2.39492,0.0117344,0.00107849,0.00058894
846,-30.0,48.0,0.00165308,  -154.699E-03,   64.4900E-03,       2.20287,0.0144896,0.00132986,0.000437351
851,-31.0,48.0,0.00150782,  -136.812E-03,   64.4847E-03,       2.01471,0.0171738,0.00158943,0.000289984
852,-32.0,48.0,0.00136641,  -119.800E-03,   64.4796E-03,       1.83117,0.0197778,0.00185924,0.000154421
857,-33.0,48.0,0.00122944,  -103.772E-03,   64.4749E-03,       1.65298,0.0222937,0.00214011,3.69112e-05
860,-34.0,48.0,0.00109746,  -88.8193E-03,   64.4709E-03,       1.48083,0.0247148,0.00243229,-5.82272e-05
861,-35.0,48.0,0.0009710039999999999,  -75.0161E-03,   64.4676E-03,       1.31538,0.0270348,0.0027344,-0.000128403
866,-36.0,48.0,0.0008505839999999999,  -62.4193E-03,   64.4652E-03,       1.15729,0.0292481,0.00304475,-0.000173258
867,-37.0,48.0,0.000736685,  -51.0667E-03,   64.4634E-03,       1.00716,0.0313489,0.00336007,-0.000193871
872,-38.0,48.0,0.000629765,  -40.9773E-03,   64.4624E-03,   865.603E-03,0.0333319,0.00367768,-0.00019359
875,-39.0,48.0,0.000530248,  -32.1501E-03,   64.4620E-03,   733.163E-03,0.0351915,0.00399429,-0.000176935
876,-40.0,48.0,0.00043852699999999997,  -24.5653E-03,   64.4621E-03,   610.374E-03,0.0369234,0.00430856,-0.000151083
881,-41.0,48.0,0.00035495300000000003,  -18.1835E-03,   64.4627E-03,   497.728E-03,0.0385227,0.00462177,-0.000125508
882,-42.0,48.0,0.000279839,  -12.9468E-03,   64.4641E-03,   395.681E-03,0.0399883,0.00493921,-0.000112793
887,-43.0,48.0,0.00021344799999999998,  -8.77949E-03,   64.4662E-03,   304.655E-03,0.0413159,0.00527783,-0.000133417
890,-44.0,48.0,0.000155988,  -5.58824E-03,   64.4697E-03,   225.018E-03,0.0425104,0.00566406,-0.000206015
891,-45.0,48.0,0.00010760899999999999,  -3.26538E-03,   64.4747E-03,   157.108E-03,0.0435653,0.00616048,-0.000377262
896,-46.0,48.0,6.83654e-05,  -1.68669E-03,   64.4821E-03,   101.169E-03,0.0444844,0.0068702,-0.00064532
897,-47.0,48.0,3.82342e-05,  -718.800E-06,   64.4915E-03,   57.4265E-03,0.045277,0.00798639,-0.00110549
902,-48.0,48.0,1.70144e-05,  -214.985E-06,   64.5032E-03,   25.9342E-03,0.0457971,0.0100367,-0.00140562
905,-49.0,48.0,4.27727e-06,  -24.5317E-06,   64.5142E-03,   6.58302E-03,0.0480053,0.0131644,-0.000868673
906,-50.0,48.0,0.0,  -19.5313E-42,   64.5187E-03,           -0.,0.0500553,0.0149356,-0.00034392
911,50.0,47.0,0.0,      -1.01048,   64.5091E-03,            0.,0.0499251,0.0154704,-0.00010179
912,49.0,47.0,4.573219999999999e-06,      -1.01045,   64.5064E-03,   6.60115E-03,0.0486175,0.0147079,-6.0162e-05
917,48.0,47.0,1.81081e-05,      -1.01025,   64.4989E-03,   26.0756E-03,0.0464586,0.0130203,0.000197468
920,47.0,47.0,4.0423299999999996e-05,      -1.00972,   64.4889E-03,   57.9910E-03,0.0452329,0.0113735,0.000410001
921,46.0,47.0,7.15451e-05,      -1.00873,   64.4799E-03,   102.070E-03,0.0443774,0.0102051,0.000318936
926,45.0,47.0,0.000111598,      -1.00713,   64.4730E-03,   158.239E-03,0.0433886,0.00943413,0.000190059
927,44.0,47.0,0.000160592,      -1.00478,   64.4678E-03,   226.322E-03,0.0423035,0.00885608,0.00011785
932,43.0,47.0,0.000218455,      -1.00157,   64.4645E-03,   306.068E-03,0.0410822,0.00837685,8.57209e-05
935,42.0,47.0,0.00028505,  -997.385E-03,   64.4623E-03,   397.178E-03,0.0397267,0.00793195,9.59311e-05
936,41.0,47.0,0.000360174,  -992.128E-03,   64.4612E-03,   499.286E-03,0.038234,0.00748736,0.000127873
941,40.0,47.0,0.000443575,  -985.726E-03,   64.4607E-03,   611.987E-03,0.0366055,0.00702797,0.000171958
942,39.0,47.0,0.000534952,  -978.121E-03,   64.4609E-03,   734.825E-03,0.0348452,0.00654844,0.00021657
947,38.0,47.0,0.000633962,  -969.275E-03,   64.4617E-03,   867.307E-03,0.0329583,0.00605067,0.000253991
948,37.0,47.0,0.0007402260000000001,  -959.167E-03,   64.4630E-03,       1.00890,0.0309513,0.00554007,0.00027805
953,36.0,47.0,0.000853328,  -947.798E-03,   64.4650E-03,       1.15905,0.0288313,0.00502358,0.000283949
954,35.0,47.0,0.000972821,  -935.189E-03,   64.4677E-03,       1.31714,0.0266055,0.00450896,0.000268779
959,34.0,47.0,0.00109823,  -921.378E-03,   64.4711E-03,       1.48257,0.024281,0.0040029,0.00023068
962,33.0,47.0,0.00122906,  -906.424E-03,   64.4752E-03,       1.65467,0.0218643,0.00351135,0.000169784
963,32.0,47.0,0.00136477,  -890.403E-03,   64.4798E-03,       1.83278,0.0193619,0.00303806,8.76193e-05
968,31.0,47.0,0.00150483,  -873.407E-03,   64.4847E-03,       2.01618,0.0167797,0.00258518,-1.22924e-05
969,30.0,47.0,0.00164868,  -855.545E-03,   64.4897E-03,       2.20418,0.0141239,0.00215242,-0.00012497
974,29.0,47.0,0.00179572,  -836.938E-03,   64.4944E-03,       2.39602,0.0114009,0.0017378,-0.000243943
977,28.0,47.0,0.00194537,  -817.720E-03,   64.4985E-03,       2.59097,0.00861782,0.00133742,-0.000361939
978,27.0,47.0,0.00209703,  -798.034E-03,   64.5016E-03,       2.78825,0.00578295,0.000946272,-0.000471338
983,26.0,47.0,0.00225008,  -778.033E-03,   64.5036E-03,       2.98709,0.00290576,0.000558435,-0.000564962
984,25.0,47.0,0.00240391,  -757.873E-03,   64.5042E-03,       3.18672,-3.12249e-06,0.000167825,-0.000636688
989,24.0,47.0,0.0025579,  -737.712E-03,   64.5035E-03,       3.38635,-0.00293201,-0.000231435,-0.000682071
992,23.0,47.0,0.00271142,  -717.711E-03,   64.5014E-03,       3.58519,-0.00586856,-0.00064446,-0.000698727
993,22.0,47.0,0.00286385,  -698.025E-03,   64.4983E-03,       3.78247,-0.00880006,-0.0010753,-0.000686519
998,21.0,47.0,0.00301459,  -678.807E-03,   64.4942E-03,       3.97742,-0.0117138,-0.00152661,-0.000647481
999,20.0,47.0,0.00316302,  -660.199E-03,   64.4896E-03,       4.16926,-0.0145973,-0.00199956,-0.000585523
1004,19.0,47.0,0.00330855,  -642.336E-03,   64.4849E-03,       4.35726,-0.0174383,-0.00249374,-0.000505954
1007,18.0,47.0,0.00345058,  -625.340E-03,   64.4803E-03,       4.54066,-0.020225,-0.00300722,-0.000414901
1008,17.0,47.0,0.00358856,  -609.319E-03,   64.4763E-03,       4.71876,-0.0229455,-0.00353674,-0.000318697
1013,16.0,47.0,0.00372191,  -594.365E-03,   64.4729E-03,       4.89086,-0.0255883,-0.0040779,-0.000223319
1014,15.0,47.0,0.00385011,  -580.554E-03,   64.4705E-03,       5.05629,-0.0281418,-0.00462541,-0.000133925
1019,14.0,47.0,0.00397264,  -567.946E-03,   64.4689E-03,       5.21438,-0.0305944,-0.00517341,-5.45382e-05
1022,13.0,47.0,0.00408901,  -556.578E-03,   64.4683E-03,       5.36451,-0.0329347,-0.00571572,1.2119e-05
1023,12.0,47.0,0.00419874,  -546.470E-03,   64.4685E-03,       5.50610,-0.0351515,-0.00624608,6.46317e-05
1028,11.0,47.0,0.0043014,  -537.624E-03,   64.4695E-03,       5.63858,-0.0372339,-0.00675836,0.000102776
1029,10.0,47.0,0.00439658,  -530.019E-03,   64.4710E-03,       5.76141,-0.0391716,-0.00724672,0.000127308
1034,9.0,47.0,0.00448388,  -523.617E-03,   64.4728E-03,       5.87410,-0.040955,-0.00770568,0.000139699
1037,8.0,47.0,0.00456296,  -518.359E-03,   64.4749E-03,       5.97621,-0.0425751,-0.00813023,0.000141851
1038,7.0,47.0,0.00463351,  -514.170E-03,   64.4770E-03,       6.06731,-0.0440239,-0.0085158,0.000135839
1043,6.0,47.0,0.00469523,  -510.957E-03,   64.4791E-03,       6.14703,-0.0452942,-0.00885835,0.000123687
1044,5.0,47.0,0.00474789,  -508.611E-03,   64.4809E-03,       6.21505,-0.0463798,-0.00915433,0.000107205
1049,4.0,47.0,0.00479126,  -507.010E-03,   64.4826E-03,       6.27108,-0.0472754,-0.00940069,8.78845e-05
1052,3.0,47.0,0.00482517,  -506.020E-03,   64.4838E-03,       6.31491,-0.0479765,-0.00959495,6.68598e-05
1053,2.0,47.0,0.0048495,  -505.497E-03,   64.4848E-03,       6.34634,-0.0484798,-0.00973513,4.49152e-05
1058,1.0,47.0,0.00486413,  -505.289E-03,   64.4854E-03,       6.36526,-0.0487827,-0.0098198,2.25377e-05
1059,4.9719499999999997e-29,47.0,0.00486901,  -505.241E-03,   64.4855E-03,       6.37157,-0.0488838,-0.00984812,0.0
1064,-1.0,47.0,0.00486413,  -505.192E-03,   64.4854E-03,       6.36526,-0.0487827,-0.0098198,-2.25377e-05
1067,-2.0,47.0,0.0048495,  -504.985E-03,   64.4848E-03,       6.34634,-0.0484798,-0.00973513,-4.49152e-05
1068,-3.0,47.0,0.00482517,  -504.462E-03,   64.4838E-03,       6.31491,-0.0479765,-0.00959495,-6.68598e-05
1073,-4.0,47.0,0.00479126,  -503.471E-03,   64.4826E-03,       6.27108,-0.0472754,-0.00940069,-8.78845e-05
1074,-5.0,47.0,0.00474789,  -501.871E-03,   64.4809E-03,       6.21505,-0.0463798,-0.00915433,-0.000107205
1079,-6.0,47.0,0.00469523,  -499.525E-03,   64.4791E-03,       6.14703,-0.0452942,-0.00885835,-0.000123687
1082,-7.0,47.0,0.00463351,  -496.311E-03,   64.4770E-03,       6.06731,-0.0440239,-0.0085158,-0.000135839
1083,-8.0,47.0,0.00456296,  -492.122E-03,   64.4749E-03,       5.97621,-0.0425751,-0.00813023,-0.000141851
1088,-9.0,47.0,0.00448388,  -486.865E-03,   64.4728E-03,       5.87410,-0.040955,-0.00770568,-0.000139699
1089,-10.0,47.0,0.00439658,  -480.463E-03,   64.4710E-03,       5.76141,-0.0391716,-0.00724672,-0.000127308
1094,-11.0,47.0,0.0043014,  -472.858E-03,   64.4695E-03,       5.63858,-0.0372339,-0.00675836,-0.000102776
1097,-12.0,47.0,0.00419874,  -464.012E-03,   64.4685E-03,       5.50610,-0.0351515,-0.00624608,-6.46317e-05
1098,-13.0,47.0,0.00408901,  -453.904E-03,   64.4683E-03,       5.36451,-0.0329347,-0.00571572,-1.2119e-05
1103,-14.0,47.0,0.00397264,  -442.536E-03,   64.4689E-03,       5.21438,-0.0305944,-0.00517341,5.45382e-05
1104,-15.0,47.0,0.00385011,  -429.927E-03,   64.4705E-03,       5.05629,-0.0281418,-0.00462541,0.000133925
1109,-16.0,47.0,0.00372191,  -416.117E-03,   64.4729E-03,       4.89086,-0.0255883,-0.0040779,0.000223319
1112,-17.0,47.0,0.00358856,  -401.163E-03,   64.4763E-03,       4.71876,-0.0229455,-0.00353674,0.000318697
1113,-18.0,47.0,0.00345058,  -385.142E-03,   64.4803E-03,       4.54066,-0.020225,-0.00300722,0.000414901
1118,-19.0,47.0,0.00330855,  -368.146E-03,   64.4849E-03,       4.35726,-0.0174383,-0.00249374,0.000505954
1119,-20.0,47.0,0.00316302,  -350.283E-03,   64.4896E-03,       4.16926,-0.0145973,-0.00199956,0.000585523
1124,-21.0,47.0,0.00301459,  -331.675E-03,   64.4942E-03,       3.97742,-0.0117138,-0.00152661,0.000647481
1127,-22.0,47.0,0.00286385,  -312.457E-03,   64.4983E-03,       3.78247,-0.00880006,-0.0010753,0.000686519
1128,-23.0,47.0,0.00271142,  -292.771E-03,   64.5014E-03,       3.58519,-0.00586856,-0.00064446,0.000698727
1133,-24.0,47.0,0.0025579,  -272.770E-03,   64.5035E-03,       3.38635,-0.00293201,-0.000231435,0.000682071
1134,-25.0,47.0,0.00240391,  -252.609E-03,   64.5042E-03,       3.18672,-3.12249e-06,0.000167825,0.000636688
1139,-26.0,47.0,0.00225008,  -232.448E-03,   64.5036E-03,       2.98709,0.00290576,0.000558435,0.000564962
1142,-27.0,47.0,0.00209703,  -212.447E-03,   64.5016E-03,       2.78825,0.00578295,0.000946272,0.000471338
1143,-28.0,47.0,0.00194537,  -192.762E-03,   64.4985E-03,       2.59097,0.00861782,0.00133742,0.000361939
1148,-29.0,47.0,0.00179572,  -173.544E-03,   64.4944E-03,       2.39602,0.0114009,0.0017378,0.000243943
1149,-30.0,47.0,0.00164868,  -154.937E-03,   64.4897E-03,       2.20418,0.0141239,0.00215242,0.00012497
1154,-31.0,47.0,0.00150483,  -137.074E-03,   64.4847E-03,       2.01618,0.0167797,0.00258518,1.22924e-05
1157,-32.0,47.0,0.00136477,  -120.079E-03,   64.4798E-03,       1.83278,0.0193619,0.00303806,-8.76193e-05
1158,-33.0,47.0,0.00122906,  -104.057E-03,   64.4752E-03,       1.65467,0.0218643,0.00351135,-0.000169784
1163,-34.0,47.0,0.00109823,  -89.1035E-03,   64.4711E-03,       1.48257,0.024281,0.0040029,-0.00023068
1164,-35.0,47.0,0.000972821,  -75.2929E-03,   64.4677E-03,       1.31714,0.0266055,0.00450896,-0.000268779
1169,-36.0,47.0,0.000853328,  -62.6835E-03,   64.4650E-03,       1.15905,0.0288313,0.00502358,-0.000283949
1172,-37.0,47.0,0.0007402260000000001,  -51.3150E-03,   64.4630E-03,       1.00890,0.0309513,0.00554007,-0.00027805
1173,-38.0,47.0,0.000633962,  -41.2071E-03,   64.4617E-03,   867.307E-03,0.0329583,0.00605067,-0.000253991
1178,-39.0,47.0,0.000534952,  -32.3605E-03,   64.4609E-03,   734.825E-03,0.0348452,0.00654844,-0.00021657
1179,-40.0,47.0,0.000443575,  -24.7556E-03,   64.4607E-03,   611.987E-03,0.0366055,0.00702797,-0.000171958
1184,-41.0,47.0,0.000360174,  -18.3538E-03,   64.4612E-03,   499.286E-03,0.038234,0.00748736,-0.000127873
1187,-42.0,47.0,0.00028505,  -13.0971E-03,   64.4623E-03,   397.178E-03,0.0397267,0.00793195,-9.59311e-05
1188,-43.0,47.0,0.000218455,  -8.90919E-03,   64.4645E-03,   306.068E-03,0.0410822,0.00837685,-8.57209e-05
1193,-44.0,47.0,0.000160592,  -5.69729E-03,   64.4678E-03,   226.322E-03,0.0423035,0.00885608,-0.00011785
1194,-45.0,47.0,0.000111598,  -3.35208E-03,   64.4730E-03,   158.239E-03,0.0433886,0.00943413,-0.000190059
1199,-46.0,47.0,7.15451e-05,  -1.75136E-03,   64.4799E-03,   102.070E-03,0.0443774,0.0102051,-0.000318936
1202,-47.0,47.0,4.0423299999999996e-05,  -760.737E-06,   64.4889E-03,   57.9910E-03,0.0452329,0.0113735,-0.000410001
1203,-48.0,47.0,1.81081e-05,  -236.701E-06,   64.4989E-03,   26.0756E-03,0.0464586,0.0130203,-0.000197468
1208,-49.0,47.0,4.573219999999999e-06,  -33.7190E-06,   64.5064E-03,   6.60115E-03,0.0486175,0.0147079,6.0162e-05
1209,-50.0,47.0,0.0,  -38.7403E-42,   64.5091E-03,            0.,0.0499251,0.0154704,0.00010179
1214,50.0,46.0,0.0,      -1.01048,   64.4978E-03,           -0.,0.0492331,0.0154912,-0.000209194
1217,49.0,46.0,4.72608e-06,      -1.01045,   64.4963E-03,   6.51278E-03,0.0485064,0.015145,-0.000259107
1218,48.0,46.0,1.87063e-05,      -1.01024,   64.4913E-03,   25.8854E-03,0.0471441,0.0143642,-0.000216892
1223,47.0,46.0,4.16681e-05,      -1.00972,   64.4841E-03,   57.7918E-03,0.0459591,0.0134432,-2.47258e-05
1224,46.0,46.0,7.35111e-05,      -1.00872,   64.4761E-03,   101.996E-03,0.0449596,0.0125532,8.44639e-05
1229,45.0,46.0,0.000114191,      -1.00711,   64.4694E-03,   158.278E-03,0.043976,0.0118452,7.55162e-05
1232,44.0,46.0,0.000163679,      -1.00476,   64.4642E-03,   226.458E-03,0.0428611,0.0112777,4.94679e-05
1233,43.0,46.0,0.00022187900000000002,      -1.00155,   64.4605E-03,   306.287E-03,0.04162,0.0107708,3.90274e-05
1238,42.0,46.0,0.000288646,  -997.351E-03,   64.4581E-03,   397.466E-03,0.0402296,0.0102783,4.65503e-05
1239,41.0,46.0,0.00036377800000000004,  -992.086E-03,   64.4568E-03,   499.641E-03,0.0386938,0.00976729,7.30055e-05
1244,40.0,46.0,0.00044702800000000003,  -985.675E-03,   64.4564E-03,   612.405E-03,0.0370131,0.00922293,0.000109506
1247,39.0,46.0,0.000538101,  -978.060E-03,   64.4567E-03,   735.310E-03,0.0351936,0.00864101,0.000150232
1248,38.0,46.0,0.000636663,  -969.201E-03,   64.4577E-03,   867.860E-03,0.0332425,0.00802461,0.000188302
1253,37.0,46.0,0.0007423410000000001,  -959.080E-03,   64.4593E-03,       1.00952,0.0311685,0.00738134,0.000218497
1254,36.0,46.0,0.00085473,  -947.699E-03,   64.4616E-03,       1.15973,0.0289813,0.00672113,0.000236692
1259,35.0,46.0,0.0009733910000000001,  -935.077E-03,   64.4646E-03,       1.31788,0.0266903,0.00605448,0.000239715
1262,34.0,46.0,0.00109786,  -921.257E-03,   64.4682E-03,       1.48334,0.0243049,0.00539164,0.000225943
1263,33.0,46.0,0.00122764,  -906.296E-03,   64.4725E-03,       1.65546,0.0218339,0.00474113,0.00019476
1268,32.0,46.0,0.00136222,  -890.272E-03,   64.4771E-03,       1.83356,0.019285,0.00410963,0.000147231
1269,31.0,46.0,0.00150106,  -873.280E-03,   64.4820E-03,       2.01693,0.0166654,0.00350092,8.56061e-05
1274,30.0,46.0,0.00164361,  -855.426E-03,   64.4869E-03,       2.20486,0.0139811,0.00291622,1.36377e-05
